NA27	LEB
Ἀχαΐα	Achaia
Ἰερουσαλήμ	Jerusalem
Σπανίαν	Spain
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰουδαίᾳ	Judea
Ἰερουσαλὴμ	Jerusalem
Φοίβην	Phoebe
Κεγχρεαῖς	Cenchrea
Πρίσκαν	Prisca
Ἀκύλαν	Aquila
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἐπαίνετον	Epenetus
Ἀσίας	Asia
Ἀσίας	of
Χριστόν	Christ
Μαρίαν	Mary
Ἀνδρόνικον	Andronicus
Ἰουνίαν	Junia
Χριστῷ	Christ
Ἀμπλιᾶτον	Ampliatus
Οὐρβανὸν	Urbanus
Χριστῷ	Christ
Ἀπελλῆν	Apelles
Χριστῷ	Christ
Ἀριστοβούλου	Aristobulus
Ἀριστοβούλου	of
Ἡρῳδίωνα	Herodion
Ναρκίσσου	Narcissus
Ναρκίσσου	of
Τρύφαιναν	Tryphena
Τρυφῶσαν	Tryphosa
Περσίδα	Persis
Ῥοῦφον	Rufus
Ἀσύγκριτον	Asyncritus
Φλέγοντα	Phlegon
Ἑρμῆν	Hermes
Πατροβᾶν	Patrobas
Ἑρμᾶν	Hermas
Φιλόλογον	Philologus
Ἰουλίαν	Julia
Νηρέα	Nereus
Ὀλυμπᾶν	Olympas
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
σατανᾶν	Satan
Ἰησοῦ	Jesus
Τιμόθεος	Timothy
Λούκιος	Lucius
Ἰάσων	Jason
Σωσίπατρος	Sosipater
Τέρτιος	Tertius
Γάϊος	Gaius
Ἔραστος	Erastus
Κούαρτος	Quartus
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Σωσθένης	Sosthenes
Κορίνθῳ	Corinth
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	about
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χλόης	Chloe’s
Παύλου	Paul
Παύλου	with
Ἀπολλῶ	Apollos
Ἀπολλῶ	with
Κηφᾶ	Cephas
Κηφᾶ	with
Χριστοῦ	Christ
Χριστοῦ	with
Χριστός	Christ
Παῦλος	Paul
Παύλου	Paul
Παύλου	of
Κρίσπον	Crispus
Γάϊον	Gaius
Στεφανᾶ	Stephanas
Στεφανᾶ	of
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἕλληνες	Greeks
Χριστὸν	Christ
Ἕλλησιν	Greeks
Χριστὸν	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Παύλου	Paul
Παύλου	with
Ἀπολλῶ	Apollos
Ἀπολλῶ	with
Ἀπολλῶς	Apollos
Παῦλος	Paul
Ἀπολλῶς	Apollos
Ἰησοῦς	Jesus
Χριστός	Christ
Παῦλος	Paul
Ἀπολλῶς	Apollos
Κηφᾶς	Cephas
Χριστοῦ	Christ’s
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἀπολλῶν	Apollos
Χριστόν	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Τιμόθεον	Timothy
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
σατανᾷ	Satan
σατανᾷ	to
Χριστός	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
σατανᾶς	Satan
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦς	Jesus
Χριστὸς	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Κηφᾶς	Cephas
Βαρναβᾶς	Barnabas
Μωϋσέως	Moses
Μωϋσέως	of
Χριστοῦ	Christ
Χριστοῦ	of
Μωϋσῆν	Moses
Χριστός	Christ
Χριστόν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰσραὴλ	Israel
Ἕλλησιν	Greeks
Ἕλλησιν	to
Χριστοῦ	Christ
Χριστοῦ	of
Χριστός	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Ἰησοῦς	Jesus
Χριστός	Christ
Ἕλληνες	Greeks
Χριστοῦ	Christ
Χριστοῦ	of
Χριστὸς	Christ
Κηφᾷ	Cephas
Κηφᾷ	to
Ἰακώβῳ	James
Ἰακώβῳ	to
Χριστὸς	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Χριστόν	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Ἀδὰμ	Adam
Χριστῷ	Christ
Χριστός	Christ
Χριστοῦ	Christ’s
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἐφέσῳ	Ephesus
Ἀδὰμ	Adam
Ἀδὰμ	Adam
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Γαλατίας	Galatia
Γαλατίας	of
Ἰερουσαλήμ	Jerusalem
Μακεδονίαν	Macedonia
Ἐφέσῳ	Ephesus
Τιμόθεος	Timothy
Ἀπολλῶ	Apollos
Στεφανᾶ	Stephanas
Στεφανᾶ	of
Ἀχαΐας	Achaia
Ἀχαΐας	of
Στεφανᾶ	Stephanas
Στεφανᾶ	of
Φορτουνάτου	Fortunatus
Ἀχαϊκοῦ	Achaicus
Ἀσίας	Asia
Ἀσίας	of
Ἀκύλας	Aquila
Πρίσκα	Prisca
Παύλου	Paul’s
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Τιμόθεος	Timothy
Κορίνθῳ	Corinth
Ἀχαΐᾳ	Achaia
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Ἀσίᾳ	Asia
Ἰησοῦ	Jesus
Μακεδονίαν	Macedonia
Μακεδονίας	Macedonia
Ἰουδαίαν	Judea
Ἰησοῦς	Jesus
Χριστὸς	Christ
Σιλουανοῦ	Silvanus
Τιμοθέου	Timothy
Χριστὸν	Christ
Κόρινθον	Corinth
Χριστοῦ	Christ
Χριστοῦ	of
σατανᾶ	Satan
Τρῳάδα	Troas
Χριστοῦ	Christ
Χριστοῦ	of
Τίτον	Titus
Μακεδονίαν	Macedonia
Χριστῷ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Μωϋσέως	Moses
Μωϋσέως	of
Μωϋσῆς	Moses
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Χριστῷ	Christ
Μωϋσῆς	Moses
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦν	Jesus
Χριστὸν	Christ
Ἰησοῦν	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Χριστόν	Christ
Χριστῷ	Christ
Χριστοῦ	Christ
Χριστῷ	Christ
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	Christ
Βελιάρ	Beliar
Μακεδονίαν	Macedonia
Τίτου	Titus
Τίτου	of
Τίτου	Titus
Τίτου	of
Τίτου	Titus
Μακεδονίας	Macedonia
Μακεδονίας	of
Τίτον	Titus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Τίτου	Titus
Τίτου	of
Τίτου	Titus
Χριστοῦ	Christ
Χριστοῦ	of
Μακεδόσιν	Macedonians
Μακεδόσιν	to
Ἀχαΐα	Achaia
Μακεδόνες	Macedonians
Χριστοῦ	Christ
Χριστοῦ	of
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ’s
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Χριστῷ	to
Εὕαν	Eve
Χριστόν	Christ
Ἰησοῦν	Jesus
Μακεδονίας	Macedonia
Χριστοῦ	Christ
Χριστοῦ	of
Ἀχαΐας	Achaia
Ἀχαΐας	of
Χριστοῦ	Christ
Χριστοῦ	of
σατανᾶς	Satan
Ἰσραηλῖταί	Israelites
Ἀβραάμ	Abraham
Ἀβραάμ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Δαμασκῷ	Damascus
Ἁρέτα	Aretas
Ἁρέτα	under
Χριστῷ	Christ
σατανᾶ	Satan
σατανᾶ	of
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Τίτον	Titus
Τίτος	Titus
Χριστῷ	Christ
Χριστοῦ	Christ
Ἰησοῦς	Jesus
Χριστὸς	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Γαλατίας	Galatia
Γαλατίας	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰουδαϊσμῷ	Judaism
Ἰουδαϊσμῷ	Judaism
Ἱεροσόλυμα	Jerusalem
Ἀραβίαν	Arabia
Δαμασκόν	Damascus
Ἱεροσόλυμα	Jerusalem
Κηφᾶν	Cephas
Κηφᾶν	with
Ἰάκωβον	James
Συρίας	Syria
Συρίας	of
Κιλικίας	Cilicia
Κιλικίας	of
Ἰουδαίας	Judea
Ἰουδαίας	of
Χριστῷ	Christ
Ἱεροσόλυμα	Jerusalem
Βαρναβᾶ	Barnabas
Τίτον	Titus
Τίτος	Titus
Ἕλλην	Greek
Ἕλλην	a
Χριστῷ	Christ
Ἰησοῦ	Jesus
Πέτρος	Peter
Πέτρῳ	Peter
Πέτρῳ	through
Ἰάκωβος	James
Κηφᾶς	Cephas
Ἰωάννης	John
Βαρναβᾷ	Barnabas
Κηφᾶς	Cephas
Ἀντιόχειαν	Antioch
Ἰακώβου	James
Βαρναβᾶς	Barnabas
Κηφᾷ	Cephas
Κηφᾷ	to
Ἰησοῦ	Jesus
Ἰησοῦ	in
Χριστοῦ	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Χριστοῦ	Christ
Χριστοῦ	in
Χριστῷ	Christ
Χριστὸς	Christ
Χριστῷ	Christ
Χριστῷ	with
Χριστός	Christ
Χριστὸς	Christ
Γαλάται	Galatians
Ἰησοῦς	Jesus
Χριστὸς	Christ
Ἀβραὰμ	Abraham
Ἀβραάμ	Abraham
Ἀβραάμ	of
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἀβραάμ	Abraham
Χριστὸς	Christ
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Χριστός	Christ
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἰησοῦ	Jesus
Ἰησοῦ	in
Χριστοῦ	Christ
Χριστόν	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστὸν	Christ
Χριστὸν	Christ
Ἕλλην	Greek
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ’s
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Χριστὸν	Christ
Ἰησοῦν	Jesus
Χριστὸς	Christ
Ἀβραὰμ	Abraham
Σινᾶ	Sinai
Ἁγάρ	Hagar
Ἁγὰρ	Hagar
Σινᾶ	Sinai
Ἀραβίᾳ	Arabia
Ἰερουσαλήμ	Jerusalem
Ἰερουσαλήμ	to
Ἰερουσαλὴμ	Jerusalem
Ἰσαὰκ	Isaac
Χριστὸς	Christ
Παῦλος	Paul
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰσραὴλ	Israel
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Ἐφέσῳ	Ephesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ’s
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Χριστός	Christ
Χριστόν	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστός	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	for
Χριστὸς	Christ
Χριστῷ	Christ
Χριστῷ	to
Χριστὸς	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Χριστῷ	Christ
Χριστῷ	to
Χριστοῦ	Christ
Χριστοῦ	of
Τύχικος	Tychicus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Παῦλος	Paul
Τιμόθεος	Timothy
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Φιλίπποις	Philippi
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Χριστὸν	Christ
Χριστὸν	Christ
Χριστὸς	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦς	Jesus
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Τιμόθεον	Timothy
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἐπαφρόδιτον	Epaphroditus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰσραήλ	Israel
Ἰσραήλ	of
Βενιαμίν	Benjamin
Βενιαμίν	of
Φαρισαῖος	Pharisee
Φαρισαῖος	a
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	in
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦν	Jesus
Χριστόν	Christ
Εὐοδίαν	Euodia
Συντύχην	Syntyche
Χριστῷ	Christ
Ἰησοῦ	Jesus
Φιλιππήσιοι	Philippians
Μακεδονίας	Macedonia
Θεσσαλονίκῃ	Thessalonica
Ἐπαφροδίτου	Epaphroditus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Καίσαρος	Caesar’s
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Τιμόθεος	Timothy
Κολοσσαῖς	Colossae
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἐπαφρᾶ	Epaphras
Χριστοῦ	Christ
Χριστοῦ	of
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Χριστὸς	Christ
Χριστῷ	Christ
Λαοδικείᾳ	Laodicea
Χριστοῦ	Christ
Χριστὸν	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Χριστόν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Χριστός	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Ἕλλην	Greek
Σκύθης	Scythian
Χριστός	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Τύχικος	Tychicus
Ὀνησίμῳ	Onesimus
Ἀρίσταρχος	Aristarchus
Μᾶρκος	Mark
Βαρναβᾶ	Barnabas
Βαρναβᾶ	of
Ἰησοῦς	Jesus
Ἰοῦστος	Justus
Ἐπαφρᾶς	Epaphras
Χριστοῦ	Christ
Χριστοῦ	of
Λαοδικείᾳ	Laodicea
Ἱεραπόλει	Hierapolis
Λουκᾶς	Luke
Δημᾶς	Demas
Λαοδικείᾳ	Laodicea
Νύμφαν	Nympha
Λαοδικέων	Laodicean
Λαοδικείας	Laodicea
Ἀρχίππῳ	Archippus
Παύλου	Paul’s
Παῦλος	Paul
Σιλουανὸς	Silvanus
Τιμόθεος	Timothy
Θεσσαλονικέων	Thessalonians
Θεσσαλονικέων	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Μακεδονίᾳ	Macedonia
Ἀχαΐᾳ	Achaia
Μακεδονίᾳ	Macedonia
Ἀχαΐᾳ	Achaia
Ἰησοῦν	Jesus
Φιλίπποις	Philippi
Χριστοῦ	Christ
Χριστοῦ	of
Ἰουδαίᾳ	Judea
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦν	Jesus
Παῦλος	Paul
σατανᾶς	Satan
Ἰησοῦ	Jesus
Ἀθήναις	Athens
Τιμόθεον	Timothy
Χριστοῦ	Christ
Χριστοῦ	of
Τιμοθέου	Timothy
Ἰησοῦς	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Μακεδονίᾳ	Macedonia
Μακεδονίᾳ	of
Ἰησοῦς	Jesus
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Σιλουανὸς	Silvanus
Τιμόθεος	Timothy
Θεσσαλονικέων	Thessalonians
Θεσσαλονικέων	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦς	Jesus
σατανᾶ	Satan
σατανᾶ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦς	Jesus
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Παύλου	Paul’s
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Τιμοθέῳ	Timothy
Τιμοθέῳ	to
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἐφέσῳ	Ephesus
Μακεδονίαν	Macedonia
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστὸς	Christ
Ἰησοῦς	Jesus
Χριστὸς	Christ
Ἰησοῦς	Jesus
Τιμόθεε	Timothy
Ὑμέναιος	Hymenaeus
Ἀλέξανδρος	Alexander
σατανᾷ	Satan
σατανᾷ	to
Χριστὸς	Christ
Ἰησοῦς	Jesus
Ἀδὰμ	Adam
Εὕα	Eve
Ἀδὰμ	Adam
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	from
σατανᾶ	Satan
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ποντίου	Pontius
Πιλάτου	Pilate
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Τιμόθεε	Timothy
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Τιμοθέῳ	Timothy
Τιμοθέῳ	to
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Λωΐδι	Lois
Εὐνίκῃ	Eunice
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἀσίᾳ	Asia
Φύγελος	Phygelus
Ἑρμογένης	Hermogenes
Ὀνησιφόρου	Onesiphorus
Ὀνησιφόρου	of
Ῥώμῃ	Rome
Ἐφέσῳ	Ephesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦν	Jesus
Χριστὸν	Christ
Δαυίδ	David
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ὑμέναιος	Hymenaeus
Φίλητος	Philetus
Ἰάννης	Jannes
Ἰαμβρῆς	Jambres
Μωϋσεῖ	Moses
Ἀντιοχείᾳ	Antioch
Ἰκονίῳ	Iconium
Λύστροις	Lystra
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Δημᾶς	Demas
Θεσσαλονίκην	Thessalonica
Κρήσκης	Crescens
Γαλατίαν	Galatia
Τίτος	Titus
Δαλματίαν	Dalmatia
Λουκᾶς	Luke
Μᾶρκον	Mark
Τύχικον	Tychicus
Ἔφεσον	Ephesus
Τρῳάδι	Troas
Κάρπῳ	Carpus
Ἀλέξανδρος	Alexander
Πρίσκαν	Prisca
Ἀκύλαν	Aquila
Ὀνησιφόρου	Onesiphorus
Ὀνησιφόρου	of
Ἔραστος	Erastus
Κορίνθῳ	Corinth
Τρόφιμον	Trophimus
Μιλήτῳ	Miletus
Εὔβουλος	Eubulus
Πούδης	Pudens
Λίνος	Linus
Κλαυδία	Claudia
Παῦλος	Paul
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Τίτῳ	Titus
Τίτῳ	to
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Κρήτῃ	Crete
Κρῆτες	Cretans
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἀρτεμᾶν	Artemas
Τύχικον	Tychicus
Νικόπολιν	Nicopolis
Ζηνᾶν	Zenas
Ἀπολλῶν	Apollos
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Τιμόθεος	Timothy
Φιλήμονι	Philemon
Φιλήμονι	to
Ἀπφίᾳ	Apphia
Ἀπφίᾳ	to
Ἀρχίππῳ	Archippus
Ἀρχίππῳ	to
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦν	Jesus
Χριστόν	Christ
Χριστῷ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Ὀνήσιμον	Onesimus
Παῦλος	Paul
Χριστῷ	Christ
Ἐπαφρᾶς	Epaphras
Χριστῷ	Christ
Ἰησοῦ	Jesus
Μᾶρκος	Mark
Ἀρίσταρχος	Aristarchus
Δημᾶς	Demas
Λουκᾶς	Luke
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦν	Jesus
Ἀβραὰμ	Abraham
Ἀβραὰμ	of
Ἰησοῦν	Jesus
Μωϋσῆς	Moses
Μωϋσῆν	Moses
Μωϋσῆς	Moses
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Αἰγύπτου	Egypt
Μωϋσέως	Moses
Δαυὶδ	David
Ἰησοῦς	Joshua
Ἰησοῦν	Jesus
Ἀαρών	Aaron
Χριστὸς	Christ
Μελχισέδεκ	Melchizedek
Μελχισέδεκ	of
Μελχισέδεκ	Melchizedek
Μελχισέδεκ	of
Χριστοῦ	Christ
Χριστοῦ	about
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἰησοῦς	Jesus
Μελχισέδεκ	Melchizedek
Μελχισέδεκ	of
Μελχισέδεκ	Melchizedek
Σαλήμ	Salem
Σαλήμ	of
Ἀβραὰμ	Abraham
Ἀβραάμ	Abraham
Σαλήμ	Salem
Σαλήμ	of
Ἀβραὰμ	Abraham
Λευὶ	Levi
Λευὶ	of
Ἀβραάμ	Abraham
Ἀβραὰμ	Abraham
Ἀβραὰμ	from
Ἀβραὰμ	Abraham
Λευὶ	Levi
Μελχισέδεκ	Melchizedek
