NA27	NET
Ἰησοῦν	Jesus
Δαυὶδ	David
Δαυὶδ	David
Μωϋσέως	Moses
Μωϋσέως	of
Παύλῳ	Paul
Βαρναβᾷ	Barnabas
Παύλου	Paul
Παῦλος	Paul
Βαρναβᾶς	Barnabas
Παῦλον	Paul
Βαρναβᾶν	Barnabas
Ἰκόνιον	Iconium
Ἰκονίῳ	Iconium
Ἑλλήνων	Greeks
Λυκαονίας	Lycaonian
Λύστραν	Lystra
Δέρβην	Derbe
Λύστροις	Lystra
Παῦλος	Paul
Βαρναβᾶν	Barnabas
Δία	Zeus
Παῦλον	Paul
Ἑρμῆν	Hermes
Διὸς	Zeus
Διὸς	of
Βαρναβᾶς	Barnabas
Παῦλος	Paul
Ἀντιοχείας	Antioch
Ἰκονίου	Iconium
Παῦλον	Paul
Βαρναβᾷ	Barnabas
Δέρβην	Derbe
Λύστραν	Lystra
Ἰκόνιον	Iconium
Ἀντιόχειαν	Antioch
Πισιδίαν	Pisidia
Παμφυλίαν	Pamphylia
Πέργῃ	Perga
Ἀττάλειαν	Attalia
Ἀντιόχειαν	Antioch
Ἰουδαίας	Judea
Μωϋσέως	Moses
Μωϋσέως	of
Βαρναβᾶν	Barnabas
Ἰερουσαλὴμ	Jerusalem
Φοινίκην	Phoenicia
Σαμάρειαν	Samaria
Ἰερουσαλὴμ	Jerusalem
Μωϋσέως	Moses
Μωϋσέως	of
Πέτρος	Peter
Ἰησοῦ	Jesus
Βαρναβᾶ	Barnabas
Παύλου	Paul
Ἰάκωβος	James
Συμεὼν	Simeon
Δαυὶδ	David
Δαυὶδ	of
Μωϋσῆς	Moses
Ἀντιόχειαν	Antioch
Παύλῳ	Paul
Βαρναβᾷ	Barnabas
Ἰούδαν	Judas
Βαρσαββᾶν	Barsabbas
Σιλᾶν	Silas
Ἀντιόχειαν	Antioch
Συρίαν	Syria
Κιλικίαν	Cilicia
Βαρναβᾷ	Barnabas
Παύλῳ	Paul
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰούδαν	Judas
Σιλᾶν	Silas
Ἀντιόχειαν	Antioch
Ἰούδας	Judas
Σιλᾶς	Silas
Παῦλος	Paul
Βαρναβᾶς	Barnabas
Ἀντιοχείᾳ	Antioch
Βαρναβᾶν	Barnabas
Παῦλος	Paul
Βαρναβᾶς	Barnabas
Ἰωάννην	John
Μᾶρκον	Mark
Παῦλος	Paul
Παμφυλίας	Pamphylia
Βαρναβᾶν	Barnabas
Μᾶρκον	Mark
Κύπρον	Cyprus
Παῦλος	Paul
Σιλᾶν	Silas
Συρίαν	Syria
Κιλικίαν	Cilicia
Δέρβην	Derbe
Λύστραν	Lystra
Τιμόθεος	Timothy
Ἕλληνος	Greek
Ἕλληνος	a
Λύστροις	Lystra
Ἰκονίῳ	Iconium
Παῦλος	Paul
Ἱεροσολύμοις	Jerusalem
Φρυγίαν	Phrygia
Φρυγίαν	of
Ἀσίᾳ	Asia
Μυσίαν	Mysia
Βιθυνίαν	Bithynia
Ἰησοῦ	Jesus
Ἰησοῦ	of
Μυσίαν	Mysia
Τρῳάδα	Troas
Παύλῳ	Paul
Παύλῳ	to
Μακεδών	Macedonian
Μακεδονίαν	Macedonia
Μακεδονίαν	Macedonia
Τρῳάδος	Troas
Σαμοθρᾴκην	Samothrace
Φιλίππους	Philippi
Μακεδονίας	Macedonia
Μακεδονίας	of
Λυδία	Lydia
Θυατείρων	Thyatira
Θυατείρων	of
Παύλου	Paul
Παύλῳ	Paul
Παῦλος	Paul
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Παῦλον	Paul
Σιλᾶν	Silas
Παῦλος	Paul
Σιλᾶς	Silas
Παῦλος	Paul
Σιλᾷ	Silas
Ἰησοῦν	Jesus
Παῦλον	Paul
Παῦλος	Paul
Λυδίαν	Lydia’s
Ἀμφίπολιν	Amphipolis
Ἀπολλωνίαν	Apollonia
Θεσσαλονίκην	Thessalonica
Παύλῳ	Paul
χριστὸς	Christ
Ἰησοῦς	Jesus
Παύλῳ	Paul
Σιλᾷ	Silas
Ἑλλήνων	Greeks
Ἰάσονος	Jason’s
Ἰάσονα	Jason
Ἰάσων	Jason
Καίσαρος	Caesar’s
Ἰησοῦν	Jesus
Ἰάσονος	Jason
Παῦλον	Paul
Σιλᾶν	Silas
Βέροιαν	Berea
Θεσσαλονίκῃ	Thessalonica
Ἑλληνίδων	Greek
Θεσσαλονίκης	Thessalonica
Βεροίᾳ	Berea
Παύλου	Paul
Παῦλον	Paul
Σιλᾶς	Silas
Τιμόθεος	Timothy
Παῦλον	Paul
Ἀθηνῶν	Athens
Σιλᾶν	Silas
Τιμόθεον	Timothy
Ἀθήναις	Athens
Παύλου	Paul
Ἐπικουρείων	Epicurean
Ἰησοῦν	Jesus
Παῦλος	Paul
Παῦλος	Paul
Διονύσιος	Dionysius
Δάμαρις	Damaris
Ἀθηνῶν	Athens
Κόρινθον	Corinth
Ἀκύλαν	Aquila
Ἰταλίας	Italy
Πρίσκιλλαν	Priscilla
Κλαύδιον	Claudius
Ῥώμης	Rome
Ἕλληνας	Greeks
Μακεδονίας	Macedonia
Σιλᾶς	Silas
Τιμόθεος	Timothy
Παῦλος	Paul
χριστὸν	Christ
Ἰησοῦν	Jesus
Τιτίου	Titius
Ἰούστου	Justus
Κρίσπος	Crispus
Παύλῳ	Paul
Παύλῳ	to
Γαλλίωνος	Gallio
Ἀχαΐας	Achaia
Ἀχαΐας	of
Παύλῳ	Paul
Παύλου	Paul
Γαλλίων	Gallio
Σωσθένην	Sosthenes
Γαλλίωνι	Gallio
Παῦλος	Paul
Συρίαν	Syria
Πρίσκιλλα	Priscilla
Ἀκύλας	Aquila
Ἔφεσον	Ephesus
Ἐφέσου	Ephesus
Καισάρειαν	Caesarea
Ἀντιόχειαν	Antioch
Φρυγίαν	Phrygia
Ἀπολλῶς	Apollos
Ἀλεξανδρεὺς	Alexandria
Ἀλεξανδρεὺς	of
Ἔφεσον	Ephesus
Ἰησοῦ	Jesus
Ἰωάννου	John
Ἰωάννου	of
Πρίσκιλλα	Priscilla
Ἀκύλας	Aquila
Ἀχαΐαν	Achaia
χριστὸν	Christ
Ἰησοῦν	Jesus
Ἀπολλῶ	Apollos
Κορίνθῳ	Corinth
Παῦλον	Paul
Ἔφεσον	Ephesus
Ἰωάννου	John’s
Παῦλος	Paul
Ἰωάννης	John
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Παύλου	Paul
Τυράννου	Tyrannus
Τυράννου	of
Ἀσίαν	Asia
Ἀσίαν	of
Ἕλληνας	Greeks
Παύλου	Paul’s
Ἰησοῦ	Jesus
Παῦλος	Paul
Σκευᾶ	Sceva
Σκευᾶ	of
Ἰησοῦν	Jesus
Παῦλον	Paul
Ἕλλησιν	Greeks
Ἔφεσον	Ephesus
Ἔφεσον	in
Ἰησοῦ	Jesus
Παῦλος	Paul
Μακεδονίαν	Macedonia
Ἀχαΐαν	Achaia
Ἱεροσόλυμα	Jerusalem
Ῥώμην	Rome
Μακεδονίαν	Macedonia
Τιμόθεον	Timothy
Ἔραστον	Erastus
Ἀσίαν	Asia
Δημήτριος	Demetrius
Ἀρτέμιδος	Artemis
Ἀρτέμιδος	of
Ἐφέσου	Ephesus
Ἐφέσου	in
Ἀσίας	Asia
Ἀσίας	of
Παῦλος	Paul
Ἀρτέμιδος	Artemis
Ἀσία	Asia
Ἄρτεμις	Artemis
Γάϊον	Gaius
Ἀρίσταρχον	Aristarchus
Μακεδόνας	Macedonians
Παύλου	Paul’s
Παύλου	Paul
Ἄρτεμις	Artemis
Ἀρτέμιδος	Artemis
Ἀρτέμιδος	of
Δημήτριος	Demetrius
Παῦλος	Paul
Μακεδονίαν	Macedonia
Ἑλλάδα	Greece
Συρίαν	Syria
Μακεδονίας	Macedonia
Σώπατρος	Sopater
Πύρρου	Pyrrhus
Πύρρου	of
Θεσσαλονικέων	Thessalonica
Θεσσαλονικέων	from
Ἀρίσταρχος	Aristarchus
Σεκοῦνδος	Secundus
Γάϊος	Gaius
Τιμόθεος	Timothy
Τύχικος	Tychicus
Τρόφιμος	Trophimus
Τρῳάδι	Troas
Φιλίππων	Philippi
Τρῳάδα	Troas
Παῦλος	Paul
Εὔτυχος	Eutychus
Παύλου	Paul
Παῦλος	Paul
Ἆσσον	Assos
Παῦλον	Paul
Ἆσσον	Assos
Μιτυλήνην	Mitylene
Χίου	Chios
Σάμον	Samos
Μίλητον	Miletus
Παῦλος	Paul
Ἔφεσον	Ephesus
Ἀσίᾳ	Asia
Ἱεροσόλυμα	Jerusalem
Μιλήτου	Miletus
Ἔφεσον	Ephesus
Ἀσίαν	Asia
Ἕλλησιν	Greeks
Ἰησοῦν	Jesus
Ἰερουσαλὴμ	Jerusalem
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Παύλου	Paul
Κῶ	Cos
Ῥόδον	Rhodes
Πάταρα	Patara
Φοινίκην	Phoenicia
Κύπρον	Cyprus
Συρίαν	Syria
Τύρον	Tyre
Παύλῳ	Paul
Ἱεροσόλυμα	Jerusalem
Τύρου	Tyre
Πτολεμαΐδα	Ptolemais
Καισάρειαν	Caesarea
Φιλίππου	Philip
Φιλίππου	of
Ἰουδαίας	Judea
Ἅγαβος	Agabus
Παύλου	Paul’s
Ἰερουσαλὴμ	Jerusalem
Ἰερουσαλήμ	Jerusalem
Παῦλος	Paul
Ἰερουσαλὴμ	Jerusalem
Ἰησοῦ	Jesus
Ἱεροσόλυμα	Jerusalem
Καισαρείας	Caesarea
Μνάσωνί	Mnason
Μνάσωνί	to
Μνάσωνί	the
Μνάσωνί	house
Μνάσωνί	of
Κυπρίῳ	Cyprus
Κυπρίῳ	of
Ἱεροσόλυμα	Jerusalem
Παῦλος	Paul
Ἰάκωβον	James
Μωϋσέως	Moses
Παῦλος	Paul
Ἀσίας	Asia
Ἰσραηλῖται	Israel
Ἰσραηλῖται	of
Ἕλληνας	Greeks
Τρόφιμον	Trophimus
Παῦλος	Paul
Παύλου	Paul
Ἰερουσαλήμ	Jerusalem
Παῦλον	Paul
Παῦλος	Paul
Παῦλος	Paul
Ταρσεὺς	Tarsus
Ταρσεὺς	from
Κιλικίας	Cilicia
Κιλικίας	in
Παῦλος	Paul
Ταρσῷ	Tarsus
Κιλικίας	Cilicia
Κιλικίας	in
Δαμασκὸν	Damascus
Ἰερουσαλὴμ	Jerusalem
Δαμασκῷ	Damascus
Ἰησοῦς	Jesus
Ναζωραῖος	Nazarene
Δαμασκὸν	Damascus
Δαμασκόν	Damascus
Ἁνανίας	Ananias
Σαοὺλ	Saul
Ἰερουσαλὴμ	Jerusalem
Ἰερουσαλήμ	Jerusalem
Παῦλος	Paul
Παῦλος	Paul
Παῦλος	Paul
Ἁνανίας	Ananias
Παῦλος	Paul
Παῦλος	Paul
Παῦλος	Paul
Σαδδουκαίων	Sadducees
Φαρισαίων	Pharisees
Φαρισαῖός	Pharisee
Φαρισαῖός	a
Φαρισαίων	Pharisees
Φαρισαίων	of
Φαρισαίων	Pharisees
Σαδδουκαίων	Sadducees
Σαδδουκαῖοι	Sadducees
Φαρισαῖοι	Pharisees
Παῦλος	Paul
Ἰερουσαλήμ	Jerusalem
Ῥώμην	Rome
Παῦλον	Paul
Παῦλον	Paul
Παύλου	Paul’s
Παύλῳ	Paul
Παῦλος	Paul
Παῦλος	Paul
Παῦλον	Paul
Καισαρείας	Caesarea
Παῦλον	Paul
Παῦλον	for
Φήλικα	Felix
Κλαύδιος	Claudius
Λυσίας	Lysias
Φήλικι	Felix
Παῦλον	Paul
Ἀντιπατρίδα	Antipatris
Καισάρειαν	Caesarea
Παῦλον	Paul
Κιλικίας	Cilicia
Ἡρῴδου	Herod’s
Ἁνανίας	Ananias
Τερτύλλου	Tertullus
Παύλου	Paul
Τέρτυλλος	Tertullus
Φῆλιξ	Felix
Ναζωραίων	Nazarenes
Ναζωραίων	of
Παῦλος	Paul
Ἰερουσαλήμ	Jerusalem
Φῆλιξ	Felix
Λυσίας	Lysias
Φῆλιξ	Felix
Δρουσίλλῃ	Drusilla
Παῦλον	Paul
Χριστὸν	Christ
Ἰησοῦν	Jesus
Φῆλιξ	Felix
Πόρκιον	Porcius
Φῆστον	Festus
Φῆλιξ	Felix
Παῦλον	Paul
Φῆστος	Festus
Ἱεροσόλυμα	Jerusalem
Καισαρείας	Caesarea
Παύλου	Paul
Ἰερουσαλήμ	Jerusalem
Φῆστος	Festus
Παῦλον	Paul
Καισάρειαν	Caesarea
Καισάρειαν	Caesarea
Παῦλον	Paul
Ἱεροσολύμων	Jerusalem
Παύλου	Paul
Καίσαρά	Caesar
Φῆστος	Festus
Ἱεροσόλυμα	Jerusalem
Παῦλος	Paul
Καίσαρος	Caesar’s
Καίσαρα	Caesar
Καίσαρα	to
Φῆστος	Festus
Καίσαρα	Caesar
Καίσαρα	to
Καίσαρα	Caesar
Ἀγρίππας	Agrippa
Βερνίκη	Bernice
Καισάρειαν	Caesarea
Φῆστον	Festus
Φῆστος	Festus
Παῦλον	Paul’s
Φήλικος	Felix
Ἱεροσόλυμα	Jerusalem
Ἰησοῦ	Jesus
Παῦλος	Paul
Ἱεροσόλυμα	Jerusalem
Παύλου	Paul
Καίσαρα	Caesar
Ἀγρίππας	Agrippa
Φῆστον	Festus
Ἀγρίππα	Agrippa
Βερνίκης	Bernice
Φήστου	Festus
Παῦλος	Paul
Φῆστος	Festus
Ἀγρίππα	Agrippa
Ἱεροσολύμοις	Jerusalem
Ἀγρίππα	Agrippa
Ἀγρίππας	Agrippa
Παῦλον	Paul
Παῦλος	Paul
Ἀγρίππα	Agrippa
Ἱεροσολύμοις	Jerusalem
Φαρισαῖος	Pharisee
Φαρισαῖος	a
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ναζωραίου	Nazarene
Ἱεροσολύμοις	Jerusalem
Δαμασκὸν	Damascus
Ἰησοῦς	Jesus
σατανᾶ	Satan
σατανᾶ	of
Ἀγρίππα	Agrippa
Δαμασκῷ	Damascus
Ἱεροσολύμοις	Jerusalem
Ἱεροσολύμοις	in
Μωϋσῆς	Moses
χριστός	Christ
Φῆστος	Festus
Παῦλος	Paul
Φῆστε	Festus
Ἀγρίππα	Agrippa
Ἀγρίππας	Agrippa
Παῦλον	Paul
Χριστιανὸν	Christian
Χριστιανὸν	a
Παῦλος	Paul
Βερνίκη	Bernice
Ἀγρίππας	Agrippa
Φήστῳ	Festus
Φήστῳ	to
Καίσαρα	Caesar
Καίσαρα	to
Ἰταλίαν	Italy
Παῦλον	Paul
Ἰουλίῳ	Julius
Ἀσίαν	Asia
Ἀριστάρχου	Aristarchus
Μακεδόνος	Macedonian
Μακεδόνος	a
Θεσσαλονικέως	Thessalonica
Θεσσαλονικέως	from
Σιδῶνα	Sidon
Ἰούλιος	Julius
Παύλῳ	Paul
Κύπρον	Cyprus
Κιλικίαν	Cilicia
Παμφυλίαν	Pamphylia
Λυκίας	Lycia
Λυκίας	in
Ἰταλίαν	Italy
Κνίδον	Cnidus
Κρήτην	Crete
Σαλμώνην	Salmone
Λασαία	Lasea
Παῦλος	Paul
Παύλου	Paul
Φοίνικα	Phoenix
Κρήτης	Crete
Κρήτης	of
Κρήτην	Crete
εὐρακύλων	northeaster
Καῦδα	Cauda
Σύρτιν	Syrtis
Παῦλος	Paul
Κρήτης	Crete
Παῦλε	Paul
Καίσαρί	Caesar
Ἀδρίᾳ	Adriatic
Ἀδρίᾳ	Sea
Παῦλος	Paul
Παῦλος	Paul
Μελίτη	Malta
Παύλου	Paul
Ποπλίῳ	Publius
Ποπλίου	Publius
Ποπλίου	of
Παῦλος	Paul
Συρακούσας	Syracuse
Ῥήγιον	Rhegium
Ποτιόλους	Puteoli
Ῥώμην	Rome
Ἀππίου	Appius
Ἀππίου	of
Παῦλος	Paul
Ῥώμην	Rome
Παύλῳ	Paul
Ἱεροσολύμων	Jerusalem
Καίσαρα	Caesar
Καίσαρα	to
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἰουδαίας	Judea
Ἰησοῦ	Jesus
Μωϋσέως	Moses
Μωϋσέως	of
Παύλου	Paul
Ἠσαΐου	Isaiah
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Δαυὶδ	David
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	belong
Ἰησοῦ	to
Χριστοῦ	Christ
Ῥώμῃ	Rome
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ῥώμῃ	Rome
Ἕλληνι	Greek
Ἕλληνι	to
Ἕλληνος	Greek
Ἕλληνι	Greek
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἕλληνας	Greeks
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἀβραὰμ	Abraham
Ἀβραὰμ	Abraham
Ἀβραὰμ	Abraham
Δαυὶδ	David
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἀβραάμ	Abraham
Ἀβραὰμ	Abraham
Ἀβραὰμ	to
Ἀβραάμ	Abraham
Σάρρας	Sarah’s
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἀδὰμ	Adam
Μωϋσέως	Moses
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Χριστὸς	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	of
Χριστὸς	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	with
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστῷ	Christ
Χριστοῦ	Christ
Ἰσραηλῖται	Israelites
Χριστὸς	Christ
Ἰσραὴλ	Israel
Ἀβραὰμ	Abraham’s
Ἰσαὰκ	Isaac
Σάρρᾳ	Sarah
Ῥεβέκκα	Rebekah
Ἰσαὰκ	Isaac
Ἰακὼβ	Jacob
Ἠσαῦ	Esau
Μωϋσεῖ	Moses
Μωϋσεῖ	to
Φαραὼ	Pharaoh
Φαραὼ	to
Ὡσηὲ	Hosea
Ἠσαΐας	Isaiah
Ἰσραήλ	Israel
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἠσαΐας	Isaiah
Σόδομα	Sodom
Γόμορρα	Gomorrah
Ἰσραὴλ	Israel
Σιὼν	Zion
Χριστὸς	Christ
Μωϋσῆς	Moses
Χριστὸν	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Ἕλληνος	Greek
Ἠσαΐας	Isaiah
Χριστοῦ	Christ
Χριστοῦ	of
Ἰσραὴλ	Israel
Μωϋσῆς	Moses
Ἠσαΐας	Isaiah
Ἰσραὴλ	Israel
Ἰσραηλίτης	Israelite
Ἰσραηλίτης	an
Ἀβραάμ	Abraham
Ἀβραάμ	of
Βενιαμίν	Benjamin
Βενιαμίν	of
Ἠλίᾳ	Elijah
Ἰσραήλ	Israel
Βάαλ	Baal
Βάαλ	to
Ἰσραήλ	Israel
Δαυὶδ	David
Ἰσραὴλ	Israel
Ἰσραὴλ	to
Ἰσραὴλ	Israel
Σιὼν	Zion
Ἰακώβ	Jacob
Χριστῷ	Christ
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστὸς	Christ
Ἰησοῦ	Jesus
Χριστὸς	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Ἠσαΐας	Isaiah
Ἰεσσαὶ	Jesse
Ἰεσσαὶ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστὸς	Christ
Ἰερουσαλὴμ	Jerusalem
Ἰλλυρικοῦ	Illyricum
Χριστοῦ	Christ
Χριστοῦ	of
Χριστός	Christ
Σπανίαν	Spain
Ἰερουσαλὴμ	Jerusalem
Μακεδονία	Macedonia
Ἀχαΐα	Achaia
Ἰερουσαλήμ	Jerusalem
Σπανίαν	Spain
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰουδαίᾳ	Judea
Ἰερουσαλὴμ	Jerusalem
Φοίβην	Phoebe
Πρίσκαν	Prisca
Ἀκύλαν	Aquila
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστόν	Christ
Μαρίαν	Mary
Ἀνδρόνικον	Andronicus
Ἰουνίαν	Junia
Χριστῷ	Christ
Ἀμπλιᾶτον	Ampliatus
Οὐρβανὸν	Urbanus
Χριστῷ	Christ
Ἀπελλῆν	Apelles
Χριστῷ	Christ
Ἀριστοβούλου	Aristobulus
Ἀριστοβούλου	of
Ἡρῳδίωνα	Herodion
Ναρκίσσου	Narcissus
Ναρκίσσου	of
Τρυφῶσαν	Tryphosa
Περσίδα	Persis
Ῥοῦφον	Rufus
Ἀσύγκριτον	Asyncritus
Φλέγοντα	Phlegon
Ἑρμῆν	Hermes
Πατροβᾶν	Patrobas
Ἑρμᾶν	Hermas
Φιλόλογον	Philologus
Ἰουλίαν	Julia
Νηρέα	Nereus
Ὀλυμπᾶν	Olympas
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
σατανᾶν	Satan
Ἰησοῦ	Jesus
Τιμόθεος	Timothy
Λούκιος	Lucius
Ἰάσων	Jason
Σωσίπατρος	Sosipater
Τέρτιος	Tertius
Γάϊος	Gaius
Ἔραστος	Erastus
Κούαρτος	Quartus
Ἰησοῦ	Jesus
Ἰησοῦ	of
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Σωσθένης	Sosthenes
Κορίνθῳ	Corinth
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	about
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χλόης	Chloe’s
Παύλου	Paul
Ἀπολλῶ	Apollos
Κηφᾶ	Cephas
Χριστοῦ	Christ
Χριστός	Christ
Παῦλος	Paul
Παύλου	Paul
Παύλου	of
Κρίσπον	Crispus
Γάϊον	Gaius
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἕλληνες	Greeks
Χριστὸν	Christ
Ἕλλησιν	Greeks
Χριστὸν	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἰησοῦν	Jesus
Χριστὸν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Παύλου	Paul
Ἀπολλῶ	Apollos
Ἀπολλῶς	Apollos
Παῦλος	Paul
Ἀπολλῶς	Apollos
Ἰησοῦς	Jesus
Χριστός	Christ
Παῦλος	Paul
Ἀπολλῶς	Apollos
Κηφᾶς	Cephas
Χριστοῦ	Christ
Χριστοῦ	to
Χριστὸς	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἀπολλῶν	Apollos
Χριστόν	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Τιμόθεον	Timothy
Χριστῷ	Christ
σατανᾷ	Satan
σατανᾷ	to
Χριστός	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
σατανᾶς	Satan
Χριστοῦ	Christ’s
Ἰησοῦς	Jesus
Χριστὸς	Christ
Χριστὸς	Christ
Χριστὸν	Christ
Ἰησοῦν	Jesus
Κηφᾶς	Cephas
Βαρναβᾶς	Barnabas
Μωϋσέως	Moses
Μωϋσέως	of
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Μωϋσῆν	Moses
Χριστός	Christ
Χριστόν	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Χριστοῦ	of
Ἰσραὴλ	Israel
Ἰσραὴλ	of
Ἕλλησιν	Greeks
Χριστοῦ	Christ
Χριστοῦ	of
Χριστός	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦς	Jesus
Χριστός	Christ
Ἕλληνες	Greeks
Χριστὸς	Christ
Κηφᾷ	Cephas
Κηφᾷ	to
Ἰακώβῳ	James
Ἰακώβῳ	to
Χριστὸς	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Χριστόν	Christ
Χριστὸς	Christ
Χριστὸς	Christ
Χριστῷ	Christ
Χριστῷ	Christ
Χριστὸς	Christ
Ἀδὰμ	Adam
Χριστῷ	Christ
Χριστῷ	Christ
Ἰησοῦ	Jesus
Ἐφέσῳ	Ephesus
Ἀδὰμ	Adam
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Γαλατίας	Galatia
Γαλατίας	of
Ἰερουσαλήμ	Jerusalem
Ἐφέσῳ	Ephesus
Τιμόθεος	Timothy
Ἀπολλῶ	Apollos
Ἀχαΐας	Achaia
Ἀχαΐας	of
Φορτουνάτου	Fortunatus
Ἀχαϊκοῦ	Achaicus
Ἀσίας	Asia
Ἀσίας	of
Ἀκύλας	Aquila
Πρίσκα	Prisca
Παύλου	Paul
Ἰησοῦ	Jesus
Χριστῷ	Christ
Ἰησοῦ	Jesus
Παῦλος	Paul
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦ	Jesus
Τιμόθεος	Timothy
Κορίνθῳ	Corinth
Ἀχαΐᾳ	Achaia
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Χριστοῦ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστοῦ	Christ
Ἀσίᾳ	Asia
Ἰησοῦ	Jesus
Μακεδονίας	Macedonia
Ἰουδαίαν	Judea
Ἰησοῦς	Jesus
Χριστὸς	Christ
Σιλουανοῦ	Silvanus
Τιμοθέου	Timothy
Χριστὸν	Christ
Κόρινθον	Corinth
Χριστοῦ	Christ
Χριστοῦ	of
σατανᾶ	Satan
Τρῳάδα	Troas
Χριστοῦ	Christ
Χριστοῦ	of
Τίτον	Titus
Μακεδονίαν	Macedonia
Χριστῷ	Christ
Χριστοῦ	Christ
Χριστοῦ	of
Χριστῷ	Christ
Χριστοῦ	Christ
Μωϋσῆς	Moses
Χριστῷ	Christ
Μωϋσῆς	Moses
Χριστοῦ	Christ
Χριστοῦ	of
Ἰησοῦν	Jesus
Χριστὸν	Christ
Ἰησοῦν	Jesus’
Χριστοῦ	Christ
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦ	Jesus
Ἰησοῦ	of
Ἰησοῦν	Jesus’
Ἰησοῦ	Jesus
